Facility Number,Facility Name,Common Name,Registration Status,Created At,Updated At,Zone,Region,District,Council,Ward,Village/Street,Facility Type,Operating Status,Ownership,Registration Number,CTC Number,Latitude,Longitude,Date Opened,National Grid,Generator,Solar Panels,No Electricity,Other
Not set,Dasina,Dasina,Registered,2015-07-02T05:28:09.000Z,2019-05-27T20:16:47.000Z,Western Zone,Simiyu,Itilima,Itilima DC,Nkoma,Dasina,Dispensary,Pending Operation - Construction Complete,Public - LGA,110384,,-2.98777,34.0666,,0,0,0,0,0
113534-2,DAT,,Registered,2019-04-04T09:10:02.000Z,2019-07-29T05:10:24.000Z,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Chamazi,Magengeni,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,PHL-C/DSM-TMK/AUT/034,,-6.97878,39.21376,,1,0,0,0,0
100956-2,Datoo,Datoo,Registered,2013-08-20T10:26:53.000Z,2019-11-15T06:26:31.000Z,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Mchafukoge,Mchafukoge,Dispensary,Operating,Private - For Profit,72027,,-6.81907,39.28268,15/01/2002,1,1,1,0,0
100957-0,Daudi,Daudi,Registered,2013-08-20T10:26:54.000Z,2019-11-08T11:21:52.000Z,Northern Zone,Manyara,Mbulu,Mbulu TC,Daudi,Moringa,Health Center,Operating,Public - LGA,AR/KJ/60,,-3.75941,35.55564,11/04/1953,1,0,0,0,0
110503-0,Davidson Emanuel Specialized Paediatric,Davidson.Emanuel Specialized Paediatric,Registered,2015-07-08T07:25:20.000Z,2019-09-04T11:58:37.000Z,Eastern Zone,Dar es Salaam,Ubungo,Ubungo MC,Sinza,Sinza D,Clinic - Specialized clinic,Operating,Private - For Profit,71450,,-6.78631,39.22442,15/12/2014,1,1,0,0,0
100958-8,Dawar,Dawar,Registered,2013-08-20T10:26:54.000Z,2019-11-06T14:06:11.000Z,Northern Zone,Manyara,Hanang,Hanang DC,Gendabi,Dawar,Dispensary,Operating,Public - LGA,,,-4.44525,35.2802,05/12/1977,0,0,0,1,0
100959-6,Dawasco,Dawasco,Registered,2013-08-20T10:26:54.000Z,2019-09-23T10:02:50.000Z,Eastern Zone,Pwani,Kibaha,Kibaha DC,Mlandizi,Mhande,Dispensary,Closed,Public - Parastatal,,,-6.70918,38.7457,05/10/1980,1,0,0,0,0
100960-4,DCMC,DCMC,Registered,2013-08-20T10:26:54.000Z,2019-03-01T09:57:44.000Z,Central Zone,Dodoma,Dodoma,Dodoma MC,Ntyuka,Ntyuka,Hospital - Hospital at Regional Level,Operating,Private - Faith based organization (FBO),14211,,-6.21418,35.756546,01/01/2003,1,0,0,0,0
100961-2,Decent,Decent,Registered,2013-08-20T10:26:54.000Z,2019-11-15T06:29:34.000Z,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Segerea,Ugombolwa,Dispensary,Operating,Private - For Profit,72369,,-6.864695,39.186367,20/08/2012,1,0,0,0,0
100964-6,Delphina,KWA CHILOSA,Registered,2013-08-20T10:26:55.000Z,2018-02-05T05:51:27.000Z,Eastern Zone,Morogoro,Mvomero,Mvomero DC,Not set,Not set,Dispensary,Closed,Private - For Profit,52209,,-6.439295,37.52903,25/11/2008,1,0,0,0,0
112219-1,Delta Poly,,Registered,2018-05-07T10:20:36.000Z,2018-05-07T10:20:36.000Z,Central Zone,Dodoma,Dodoma,Dodoma MC,Ipagala,Ipagala,Clinic - Other Clinic,Operating,Private - For Profit,14226,,-6.16173,35.77188,24/02/2016,1,0,1,0,0
110728-3,Denmark Mission,Denmark Mission,Registered,2015-07-14T13:29:08.000Z,2019-04-30T12:13:21.000Z,Northern Zone,Arusha,Monduli,Monduli DC,Mto wa Mbu,Barabarani,Dispensary,Operating,Private - For Profit,110728-3,02-01-0202,-3.371942,35.854498,25/10/2010,1,1,0,0,0
110664-0,Dental Plus,Dental Plus,,2015-07-10T12:27:24.000Z,2015-07-10T12:27:24.000Z,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Mikocheni,Mikocheni A,Clinic - Dental Clinic,Operating,Private - For Profit,,,-6.769407,39.262912,,0,0,0,0,0
110752-3,Dental Studio,Dental Studio,,2015-07-16T06:16:54.000Z,2015-08-13T06:53:21.000Z,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Msasani,Masaki,Clinic - Dental Clinic,Operating,Private - For Profit,,,-6.74025,39.28382,,0,0,0,0,0
100966-1,Depot,Depot,Registered,2013-08-20T10:26:55.000Z,2019-07-16T04:37:41.000Z,Northern Zone,Tanga,Tanga,Tanga CC,Chumbageni,Chumbageni,Dispensary,Operating,Public - LGA,,,-5.07247,39.09517,01/07/2011,1,0,0,0,0
100963-8,Derema,Derema,Registered,2013-08-20T10:26:55.000Z,2019-06-03T18:09:47.000Z,Northern Zone,Tanga,Muheza,Muheza DC,Kisiwani,Msasa IBC,Dispensary,Operating,Private - Faith based organization (FBO),43215,,-5.08229,38.64227,,0,0,0,0,0
110922-2,Devine Grace,,Registered,2015-09-29T07:41:40.000Z,2017-05-26T05:09:01.000Z,Northern Zone,Arusha,Arusha,Arusha CC,Engutoto,Block C 2,Clinic,Operating,Private - For Profit,,,-3.393762,36.705909,,1,1,0,0,0
100969-5,Diagwa,Diagwa,Registered,2013-08-20T10:26:56.000Z,2017-01-18T06:10:12.000Z,Central Zone,Singida,Singida,Singida DC,Makuro,Ghalunyangu,Dispensary,Closed (Temporary),Private - Faith based organization (FBO),Diagwa,,-4.45635,34.96344,,1,0,1,0,0
112049-2,Diason,DIASON,Registered,2018-01-22T09:49:55.000Z,2019-07-26T09:29:04.000Z,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Mabwepande,Bunju B,Dispensary,Operating,Private - For Profit,71503,,-6.6201,39.097,03/01/2017,1,0,0,0,0
113052-5,Dibaje,Dibaje,Registered,2019-03-10T12:29:48.000Z,2019-11-15T06:58:26.000Z,Southern Highlands Zone,Njombe,Wanging'ombe,Wanging'ombe DC,Ilembula,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,113052-5,,-8.896119,34.580199,01/07/2016,0,0,0,0,0
111042-8,Diburuma,Diburuma,Registered,2015-11-10T08:21:01.000Z,2015-12-23T05:02:24.000Z,Eastern Zone,Morogoro,Mvomero,Mvomero DC,Kibati,Diburuma,Dispensary,Operating,Public - LGA,,,-5.83689,37.44284,,0,0,1,0,0
112038-5,Dick,,Registered,2018-01-23T08:15:10.000Z,2019-06-04T13:34:23.000Z,Northern Zone,Manyara,Babati,Babati TC,Bagara,Nyanguu,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,PHL-C/MNR/AUT/06,,-4.20703,35.74297,,1,0,0,0,0
Not set,Didia,,Not Registered,2013-08-20T10:26:57.000Z,2019-02-26T08:22:34.000Z,Western Zone,Shinyanga,Shinyanga,Shinyanga DC,Didia,Not set,Health Center,Pending Operation - Under Construction,Public - LGA,,,-3.82815,33.08384,,0,0,0,0,0
111349-7,Digalama,,,2016-03-10T10:03:55.000Z,2018-09-11T08:29:51.000Z,Eastern Zone,Morogoro,Mvomero,Mvomero DC,Diongoya,Digalama,Dispensary,Operating,Public - LGA,,,-6.06225,37.59517,,0,0,0,0,0
113698-5,Digital,,Registration Pending Certification,2019-06-16T18:01:51.000Z,2019-06-16T18:01:51.000Z,Northern Zone,Arusha,Karatu,Karatu DC,Karatu,Karatu Mjini,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,,,-3.34107,35.67598,,1,0,0,0,0
100974-5,Digodigo,,Registered,2013-08-20T10:26:57.000Z,2019-11-27T20:03:08.000Z,Northern Zone,Arusha,Ngorongoro,Ngorongoro DC,Digodigo,Digodigo,Health Center,Operating,Private - Faith based organization (FBO),,02-05-0105,-2.145807,35.735996,,0,0,1,0,0
110422-3,Diguzi,Diguzi,Registered,2015-07-03T09:32:51.000Z,2016-05-05T12:26:11.000Z,Eastern Zone,Morogoro,Morogoro,Morogoro DC,Matuli,Not set,Dispensary,Operating,Public - LGA,,,-7.49684,37.606226,,0,0,0,1,0
100976-0,Dihimba,Dihimba Dispensary,,2013-08-20T10:26:58.000Z,2015-05-28T12:06:27.000Z,Southern Zone,Mtwara,Mtwara,Mtwara DC,Dihimba,Dihimba,Dispensary,Operating,Public - LGA,,,-10.411789,39.976609,,0,0,0,0,0
100977-8,Dihinda,,,2013-08-20T10:26:58.000Z,2016-01-13T08:23:46.000Z,Eastern Zone,Morogoro,Mvomero,Mvomero DC,Kanga,Dihinda,Dispensary,Operating,Public - LGA,,,-6.070384,37.702149,,0,0,0,0,0
100978-6,Dimba,Dimba,,2013-08-20T10:26:58.000Z,2015-06-22T10:24:31.000Z,Southern Zone,Lindi,Lindi,Lindi DC,Kilolambwani,Dimba,Dispensary,Operating,Public - LGA,,,-9.64175,39.64285,,0,0,1,0,1
100979-4,Dindira,DINDIRA,Registered,2013-08-20T10:26:58.000Z,2019-04-29T06:34:37.000Z,Northern Zone,Tanga,Korogwe,Korogwe DC,Dindira,Kwefingo,Dispensary,Operating,Public - LGA,,,-5.006582,38.431223,,0,0,0,1,0
100980-2,Dinembo,Dinembo,Registered,2013-08-20T10:26:58.000Z,2019-09-19T08:16:01.000Z,Southern Zone,Mtwara,Tandahimba,Tandahimba DC,Mkundi,Dinembo,Dispensary,Operating,Public - LGA,100980-2,09-05-0117,-10.93639,39.49938,01/07/1963,0,0,1,0,0
110252-4,Dinyecha,Dinyecha,Registered,2015-05-28T17:16:28.000Z,2019-07-17T18:58:43.000Z,Southern Zone,Mtwara,Mtwara,Nanyamba TC,Nanyamba,Dinyecha,Health Center,Operating,Public - LGA,110252-4,09-06-0146,-10.680103,39.788315,,1,1,1,0,0
111100-4,Diplomat,,Registered,2015-11-18T08:41:00.000Z,2017-02-08T06:05:57.000Z,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Bunju,Basihaya,Clinic - Dental Clinic,Operating,Private - For Profit,,,-6.6364,39.16274,,0,0,0,0,0
100981-0,Dirim,Dirim,Registered,2013-08-20T10:26:59.000Z,2019-09-23T09:27:07.000Z,Northern Zone,Manyara,Mbulu,Mbulu DC,Bashay,Dirim,Dispensary,Operating,Public - LGA,AR/KJ/313,,-4.00562,35.15888,18/09/2008,0,0,0,1,0
100982-8,Dirma,Dirma,Registered,2013-08-20T10:26:59.000Z,2019-11-06T07:12:54.000Z,Northern Zone,Manyara,Hanang,Hanang DC,Dirma,Dirma,Dispensary,Operating,Public - LGA,,,-4.62104,35.46444,18/09/1987,0,0,1,0,0
100983-6,Disunyara,Disunyara,Registered,2013-08-20T10:26:59.000Z,2019-11-05T05:41:38.000Z,Eastern Zone,Pwani,Kibaha,Kibaha DC,Kilangalanga,Disunyara,Dispensary,Operating,Public - LGA,,,-6.74798,38.7273,17/07/2008,1,0,1,0,0
100984-4,Ditima,,Registered,2013-08-20T10:26:59.000Z,2019-09-19T08:56:05.000Z,Western Zone,Simiyu,Bariadi,Bariadi TC,Guduwi,Guduwi,Dispensary,Operating,Public - LGA,100984,,-2.65201,33.87073,01/03/2010,1,0,0,0,0
112192-0,Divine Grace Dental,Divine Grace Dental Clinic,Registered,2018-04-17T13:29:55.000Z,2019-08-06T10:56:51.000Z,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Msasani,Oysterbay,Clinic - Dental Clinic,Operating,Private - For Profit,71477,,-6.74232,39.2771,03/10/2018,1,0,0,0,0
100985-1,Diyomati,Diyomat Dispensary,Registered,2013-08-20T10:26:59.000Z,2019-09-23T09:31:04.000Z,Northern Zone,Manyara,Mbulu,Mbulu DC,Dinamu,Genda,Dispensary,Operating,Public - LGA,AR/KIJ/81,,-4.042717,35.304476,13/09/2009,0,0,0,1,0
100986-9,Djuruligwa,Djuruligwa,Registered,2013-08-20T10:26:59.000Z,2019-04-30T11:02:12.000Z,Lake Zone,Kagera,Ngara,Ngara DC,Kabanga,Djururigwa,Dispensary,Operating,Public - LGA,,,-2.63095,30.53048,29/04/1988,0,0,0,1,0
100987-7,DN,DN,Registered,2013-08-20T10:27:00.000Z,2015-08-17T12:12:43.000Z,Central Zone,Dodoma,Dodoma,Dodoma MC,Makole,Chadulu B,Dispensary,Operating,Private - For Profit,14010,,-6.164957,35.760696,06/09/1997,1,0,0,0,0
100988-5,Doctor at Masaki,Doctors at Masaki,,2013-08-20T10:27:00.000Z,2015-08-13T07:40:21.000Z,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Msasani,Masaki,Dispensary,Closed (Temporary),Private - For Profit,,,-6.75063,39.27986,,0,0,0,0,0
110799-4,Doctors Plaza,Doctors plaza,Registered,2015-07-20T05:46:56.000Z,2019-11-15T06:30:25.000Z,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Upanga Magharibi,Charambe,Clinic - Other Clinic,Operating,Private - For Profit,72376,,-6.798976,39.28473,18/02/2008,1,1,0,0,0
110665-7,Doctors Plaza Heart,Doctors Plaza Heart,Registered,2015-07-10T12:26:13.000Z,2019-12-11T19:31:38.000Z,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Kinondoni,Kumbukumbu,Clinic - Other Clinic,Operating,Private - For Profit,,,-6.778,39.2661,28/12/2016,1,0,0,0,0
100989-3,Doda,Doda Dispensary,Registered,2013-08-20T10:27:00.000Z,2018-04-20T15:03:41.000Z,Northern Zone,Tanga,Mkinga,Mkinga DC,Doda,Doda,Dispensary,Operating,Public - LGA,,,-4.91117,39.08805,14/08/2014,0,0,0,1,0
100990-1,Dodoma,Dodoma [ kwenye jiwe],,2013-08-20T10:27:00.000Z,2017-12-22T06:38:50.000Z,Western Zone,Simiyu,Maswa,Maswa DC,Mwamashimba,Dodoma,Dispensary,Operating,Public - LGA,,,-3.06547,33.78331,,1,0,0,0,0
100991-9,Dodoma,General hospital,,2013-08-20T10:27:01.000Z,2018-09-18T11:15:17.000Z,Central Zone,Dodoma,Dodoma,Dodoma MC,Madukani,Mmasi,Hospital - Regional Referral Hospital,Operating,Public - MoHCDGEC,,,-6.17964,35.7436,,0,0,0,0,0
114006-0,Dodoma Isanga,Dodoma Isanga dispensary,Registered,2020-02-05T12:57:15.000Z,2020-02-05T12:57:15.000Z,Eastern Zone,Morogoro,Kilosa,Kilosa DC,Masanze,Dodoma,Dispensary,Operating,Public - LGA,,,-6.9043,36.91279,01/07/2018,0,0,0,0,1
112463-5,Dofa,Dofa,Not Registered,2019-01-24T07:51:02.000Z,2019-06-16T05:15:16.000Z,Northern Zone,Arusha,Karatu,Karatu DC,Qurus,Not set,Dispensary,Operating,Public - LGA,,,-3.36096,35.61296,01/01/2019,1,0,0,0,0
100992-7,Dohom,,Registered,2013-08-20T10:27:01.000Z,2019-08-30T05:57:54.000Z,Northern Zone,Manyara,Babati,Babati DC,Arri,Dohom,Dispensary,Operating,Public - LGA,,,-4.165116,35.587384,01/11/2007,1,0,0,0,0
100993-5,Doma,doma,Registered,2013-08-20T10:27:01.000Z,2016-01-13T08:23:24.000Z,Eastern Zone,Morogoro,Mvomero,Mvomero DC,Doma,Doma,Dispensary,Operating,Public - LGA,,,-7.10418,37.2524,,0,0,1,0,0
111029-5,Dominic,Dominic,Registered,2015-11-06T05:53:01.000Z,2019-05-11T13:21:15.000Z,Central Zone,Singida,Mkalama,Mkalama DC,Mwangeza,Mwangeza,Dispensary,Operating,Public - LGA,Nil,13-01-0109,-4.1418,34.88389,22/07/2014,0,0,1,0,0
113308-1,Dominion,,Registered,2019-03-27T18:12:31.000Z,2019-05-29T14:36:36.000Z,Lake Zone,Mwanza,Ilemela,Ilemela MC,Nyakato,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,PHL-C/MWZ/AUT/04,,-2.536063,32.95841,,0,0,0,0,0
112350-4,Dona,DONA,Registered,2018-08-28T10:04:23.000Z,2019-05-22T14:28:57.000Z,Western Zone,Kigoma,Kibondo,Kibondo DC,Kibondo,Kibondo,Health Center,Operating,Private - For Profit,161204,,-3.58585,30.71826,24/08/2018,1,0,1,0,0
113979-9,Donald,Donald,Registered,2020-01-24T13:33:12.000Z,2020-01-24T13:33:12.000Z,Southern Highlands Zone,Mbeya,Kyela,Kyela DC,Ikimba,Not set,Clinic - Dental Clinic,Operating,Private - For Profit,,,-9.6046,33.866273,10/12/2019,1,0,0,0,0
100994-3,Dongo,Dongo,Registered,2013-08-20T10:27:01.000Z,2019-11-27T20:15:34.000Z,Northern Zone,Manyara,Kiteto,Kiteto DC,Dongo,Dongo,Dispensary,Operating,Public - LGA,100994-3,21-05-0109,-5.92239,36.72107,15/07/1992,0,0,1,0,0
100995-0,Dongobesh,Dongobesh Health centre,Registered,2013-08-20T10:27:01.000Z,2019-09-23T09:06:38.000Z,Northern Zone,Manyara,Mbulu,Mbulu DC,Dongobesh,Dongobesh,Health Center,Operating,Public - LGA,,,-4.078274,35.363036,11/05/1975,1,1,1,0,0
100996-8,Dongobesh private,Dongobesh private dispensary,Registered,2013-08-20T10:27:02.000Z,2017-12-13T11:35:25.000Z,Northern Zone,Manyara,Mbulu,Mbulu DC,Dongobesh,Dongobesh Chini,Dispensary,Closed (Temporary),Private - For Profit,,,-4.07232,35.367639,,1,0,0,0,0
109548-8,Doni,,Registered,2015-03-27T10:35:14.000Z,2019-05-23T15:43:37.000Z,Northern Zone,Kilimanjaro,Hai,Hai DC,Machame Uroki,Uswaa,Dispensary,Operating,Private - For Profit,35219,,-3.24007,37.21344,,1,0,0,0,0
111228-3,Donyamali,DONYOMALI,Registered,2015-11-26T14:18:00.000Z,2019-05-29T19:35:39.000Z,Northern Zone,Arusha,Longido,Longido DC,Tingatinga,Sinya,Dispensary,Operating,Public - LGA,,,-2.759898,37.067031,24/06/2016,0,0,1,0,0
100997-6,Donyomurwa,,Registered,2013-08-20T10:27:02.000Z,2019-05-07T10:03:59.000Z,Northern Zone,Kilimanjaro,Siha,Siha DC,Biriri,Ngumbaru,Dispensary,Operating,Public - LGA,,,-3.23887,37.0901,30/07/2007,0,0,0,0,0
112021-1,Donyonado,DONYONADO DISPENSARY,Registered,2018-01-16T13:16:08.000Z,2019-04-30T12:25:20.000Z,Northern Zone,Arusha,Monduli,Monduli DC,Monduli Juu,Mfereji,Dispensary,Operating,Public - LGA,112021-1,02-01-0203,-6.45678,38.2246,07/04/2017,0,0,0,0,1
113244-8,Dorcas,DORCAS,Registered,2019-03-27T11:14:53.000Z,2019-07-15T13:42:33.000Z,Northern Zone,Tanga,Handeni,Handeni DC,Mkata,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,PHL-C/TAG/AUT/026,,-5.788542,38.294231,,0,0,0,0,0
100998-4,Doromoni,Doromoni,,2013-08-20T10:27:02.000Z,2015-08-25T09:53:07.000Z,Central Zone,Singida,Iramba,Iramba DC,Tulya,Doromoni,Dispensary,Operating,Public - LGA,,,-4.10201,34.32636,,0,0,0,0,0
100999-2,Doroto,,Registered,2013-08-20T10:27:02.000Z,2018-10-24T13:43:22.000Z,Central Zone,Singida,Manyoni,Itigi DC,Kitaraka,Kazikazi,Dispensary,Operating,Public - LGA,,,-5.76355,34.38006,,0,0,0,1,0
101000-8,Dosidosi,Dosidosi,Registered,2013-08-20T10:27:03.000Z,2020-03-18T14:45:23.000Z,Northern Zone,Manyara,Kiteto,Kiteto DC,Dosidosi,Dosidosi,Dispensary,Operating,Public - LGA,,,-5.62084,36.42337,01/07/2012,1,0,0,0,0
113311-5,Dota,,Registered,2019-03-27T17:40:05.000Z,2019-12-11T09:40:37.000Z,Lake Zone,Mwanza,Ilemela,Ilemela MC,Nyakato,Buzuruga,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,PHL-C/MWZ/AUT/07,,-2.532991,32.93954,02/03/2000,0,0,0,0,0
112697-8,Double M,Kwa Mtitu,Registered,2019-03-04T11:24:05.000Z,2019-08-20T13:12:03.000Z,Eastern Zone,Morogoro,Kilosa,Kilosa DC,Dumila,Dumila,Health Labs - Level III single purpose Health Laboratory,Operating,Private - For Profit,phl-c/Mor/aut/039,,-6.24532,37.16645,,0,0,0,0,0
112941-0,DOVA Eye Care,,Registered,2019-03-07T16:29:12.000Z,2019-05-24T09:23:24.000Z,Southern Highlands Zone,Songwe,Mbozi,Mbozi DC,Vwawa,Vwawa Kati,Clinic - Optometry Clinic,Operating,Private - For Profit,144,,-9.108799,32.934847,28/09/2016,1,0,0,0,0
112571-5,DPA Physiotherapy,,Registered,2019-02-28T13:01:48.000Z,2019-09-16T09:13:06.000Z,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Kurasini,Kurasini,Clinic - Other Clinic,Operating,Private - For Profit,73418,,-6.84931,39.2853,21/02/2019,1,0,0,0,0
113745-4,Dr Agawal,Dr Agawal Eye,Registered,2019-08-05T11:01:10.000Z,2019-08-05T11:01:10.000Z,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Mikocheni,Ally Hassan Mwinyi,Hospital - Hospital at District Level,Operating,Private - For Profit,,,-6.77766,39.26607,06/11/2017,1,0,0,0,0
102380-3,Dr Attman Karema,Dr Attman Karema,Not Registered,2013-08-20T10:31:55.000Z,2019-05-03T10:29:33.000Z,Southern Highlands Zone,Katavi,Mpanda,Mpanda DC,Karema,Karema,Dispensary,Operating,Private - Faith based organization (FBO),,23-02-0125,-6.8198,30.44283,01/01/1990,0,0,1,0,0
108531-5,Dr Hassanali,,Registered,2014-01-31T22:30:49.000Z,2019-11-15T06:32:05.000Z,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Kisutu,Mtendeni,Dispensary,Operating,Private - For Profit,072 057,,-6.815667,39.283021,05/08/2002,1,0,0,0,0
104422-1,Dr Massam,"Massamu, Massam",Registered,2013-08-20T10:39:34.000Z,2018-10-25T05:20:49.000Z,Western Zone,Tabora,Nzega,Nzega TC,Nzega Mjini,Ushirika,Dispensary,Operating,Private - For Profit,,,-4.22002,33.1757,01/01/1996,1,1,0,0,0
111682-1,Dr Mziray,Mziray,Registered,2017-03-07T05:36:44.000Z,2019-07-16T09:49:18.000Z,Eastern Zone,Morogoro,Kilombero,Kilombero DC,Mwaya,Mgudeni,Dispensary,Operating,Private - For Profit,1309,,-7.86305,36.88972,17/11/2016,1,0,0,0,0
101002-4,Dr. Andrews,,,2013-08-20T10:27:03.000Z,2015-08-13T06:56:02.000Z,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Kinondoni,Ada Estate,Dispensary,Closed,Private - For Profit,,,-6.7796,39.2684,,0,0,0,0,0
101003-2,Dr. Atman,KRISTUMFALME,Registered,2013-08-20T10:27:03.000Z,2020-01-16T12:11:54.000Z,Southern Highlands Zone,Rukwa,Sumbawanga,Sumbawanga MC,Majengo,Kristo Mfalme,Hospital - Council Designated Hospital,Operating,Private - Faith based organization (FBO),,15-04-0102,-7.95773,31.63548,01/07/2005,1,1,0,0,0
101004-0,Dr. Chunga,chunga dispensary,Registered,2013-08-20T10:27:03.000Z,2019-06-01T11:58:37.000Z,Western Zone,Shinyanga,Kahama,Kahama TC,Nyasubi,Nyasubi,Dispensary,Operating,Private - For Profit,174003,,-3.83107,32.60375,26/09/1994,1,0,0,0,0
101006-5,Dr. Hameer,Dr. Hameer,Registered,2013-08-20T10:27:04.000Z,2016-05-13T07:04:50.000Z,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Jangwani,Ukombzi,Health Center,Operating,Private - For Profit,72304,,-6.81428,39.2736,20/07/2004,1,1,0,0,0
101007-3,Dr. Hiza,Dr. Hiza,Registered,2013-08-20T10:27:04.000Z,2016-06-16T11:45:49.000Z,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Kawe,Mbezi beach B,Dispensary,Operating,Private - For Profit,71290,,-6.71322,39.21892,15/07/2002,1,1,0,0,0
111329-9,Dr. Ibra,Dr IBRA DISP,Registration Pending Certification,2016-02-15T12:28:43.000Z,2019-07-15T13:07:12.000Z,Eastern Zone,Pwani,Bagamoyo,Chalinze DC,Kiwangwa,Kiwangwa,Dispensary,Operating,Private - For Profit,62219,,-6.37575,38.58564,16/02/2015,1,0,0,0,0
111779-5,Dr. Jakaya Kikwete,Dr .Jakaya Kikwete,Registered,2017-06-20T05:14:23.000Z,2019-11-06T05:22:14.000Z,Western Zone,Shinyanga,Kishapu,Kishapu DC,Kishapu,Isoso,Hospital - District Hospital,Operating,Public - LGA,175014,,-3.62167,33.83111,11/11/2015,1,0,1,0,0
101008-1,Dr. K.K Khan,,,2013-08-20T10:27:04.000Z,2016-03-15T09:14:55.000Z,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Kisutu,Not set,Hospital - Other Hospital,Closed,Private - For Profit,,,-6.81558,39.2837,,0,0,0,0,0
111998-1,Dr. Kianze,,Registered,2018-01-16T16:15:34.000Z,2019-06-21T09:32:54.000Z,Northern Zone,Arusha,Arusha,Arusha CC,Elerai,Sakina,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,PHL-C/AR/AUT/39,,-3.362795,36.672612,,1,0,0,0,0
101010-7,Dr. Maduhu,,Registered,2013-08-20T10:27:04.000Z,2017-10-30T14:37:59.000Z,Western Zone,Simiyu,Bariadi,Bariadi TC,Bariadi,Bariadi,Dispensary,Operating,Private - For Profit,,,-2.80901,33.98333,19/03/2015,1,0,0,0,1
101014-9,Dr. Mhina,Dr. Mhina,,2013-08-20T10:27:05.000Z,2015-08-13T07:40:16.000Z,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Kunduchi,Tegeta,Dispensary,Operating,Private - For Profit,,,-6.65605,39.19707,,0,0,0,0,0
101018-0,Dr. Mwambe,Dr. Mwambe,Registered,2013-08-20T10:27:06.000Z,2016-02-05T12:19:50.000Z,Southern Zone,Mtwara,Masasi,Masasi TC,Nyasa,Ofisini,Health Center,Operating,Private,,,-10.73775,38.80922,29/12/2005,0,0,0,0,0
101020-6,Dr. Mwijage,Mwijage Eye Clinic,Registered,2013-08-20T10:27:07.000Z,2019-05-27T10:29:38.000Z,Western Zone,Simiyu,Bariadi,Bariadi TC,Malambo,Malambo,Clinic - Eye Clinic,Operating,Private - For Profit,171212,,-2.79974,33.99396,05/06/2012,1,1,0,0,0
101023-0,Dr. Nduka Dental,,Registered,2013-08-20T10:27:07.000Z,2015-07-25T07:59:11.000Z,Northern Zone,Kilimanjaro,Moshi,Moshi MC,Mawenzi,Hindu,Clinic - Dental Clinic,Operating,Private - For Profit,99817,,-3.355373,37.33816,21/01/1999,1,0,0,0,0
110793-7,Dr. Tayari,DR TAYARI DISPENSARY,Registered,2015-07-18T10:16:18.000Z,2018-05-03T09:23:37.000Z,Eastern Zone,Morogoro,Kilombero,Ifakara TC,Viwanja Sitini,Not set,Dispensary,Closed,Private - For Profit,,,-8.1336,36.6827,01/07/2012,1,1,0,0,0
103328-1,Dr.Kulwa,Dr.kulwa,Registered,2013-08-20T10:35:24.000Z,2018-10-17T06:32:52.000Z,Lake Zone,Mwanza,Nyamagana,Nyamagana MC,Pamba,Pamba 'A',Dispensary,Closed,Private - For Profit,193019,,-2.51858,32.90129,,1,0,0,0,0
101029-7,Dream Care,Dream care Dispensary,Registered,2013-08-20T10:27:08.000Z,2019-05-21T07:06:27.000Z,Southern Highlands Zone,Mbeya,Kyela,Kyela DC,Ikimba,Mbako,Dispensary,Operating,Private - For Profit,,,-9.57443,33.77458,,1,0,0,0,0
101031-3,DSB,DSB,Registered,2013-08-20T10:27:09.000Z,2018-08-28T10:41:03.000Z,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Upanga Magharibi,Mfaume,Dispensary,Closed,Private - For Profit,72342,,-6.80603,39.27738,06/10/2010,1,1,0,0,0
