#"idGeo","Facility","type","Ext Ref","Payam","County","State","Deleted","Indicators","Sampled","Pilot Accessible","Pilot Operational","Extension Accessible","Extension Operational","Alternate Names","Location","ACLED Refs"
545,"Karika PHCU","Primary Health Care Unit","FC10050308","Kotobi","Mundri West County","Amadi","",119,1,0,0,1,1,"karika-phcu","5.13009, 30.03832",""
546,"Karpeto PHCU","Primary Health Care Unit","FC01010804","Lobonok","Juba County","Jubek","",116,1,0,0,1,1,"karpeto-phcu","4.11573, 31.70219",""
547,"Kasiko PHCU","Primary Health Care Unit","FC10040202","Lakamadi","Mundri East County","Amadi","",114,1,0,0,0,0,"Kasiko, kasiko-phcu","0.00000, 0.00000",""
548,"Kathac PHCU","Primary Health Care Unit","FC02090204","Unknown Payam In Budi","Budi County","Namorunyang","",118,1,0,0,1,0,"kathac-phcu","0.00000, 0.00000",1358262
549,"Katigiri PHCC","Primary Health Care Centre","FC01010708","Wonduruba","Juba County","Jubek","",130,1,0,0,0,0,"Kategiri phcc","0.00000, 0.00000",""
550,"Katiko Referral Hospital","County Health Department","FCDAW0000003","Machi I","Kapoeta South County","Namorunyang","",73,1,0,0,0,0,"katiko-referral-hospital","0.00000, 0.00000","1728006, 1356326, 1369577, 1375139, 1375727"
551,"Kator PHCC","Primary Health Care Centre","FC01010304","Kator","Juba County","Jubek","",136,1,0,0,1,1,"Kator, Kator PHCC., kator-phcc","4.83890, 31.59408",""
552,"Katphul PHCU","Primary Health Care Unit","FC07080212","Jelhak","Renk County","Eastern Nile","",0,0,0,0,0,0,"","11.20659, 32.75948",""
553,"Katta PHCU","Primary Health Care Unit","FCHAT0000020","Raga","Raga County","Lol","Deleted",0,0,0,0,0,0,"katta-phcu","8.47583, 25.55363",""
554,"Kaya PHCC","Primary Health Care Centre","FC01040202","Kimba","Morobo County","Yei River","",130,1,0,0,0,0,"Kaya, kaya-phcc","0.00000, 0.00000",""
555,"Kayango PHCU","Primary Health Care Unit","FC09010714","Udici","Jur River County","Wau","",118,1,0,0,1,1,"Kayango, kayango-phcu","7.95350, 27.67336",""
556,"Kedat PHCU","Primary Health Care Unit","FC06020102","Kedat","Guit County","Northern Liech","",0,0,0,0,0,0,"kedat-phcu","9.18108, 30.10659","1577918, 1577919"
557,"Kedibe PHCC","Primary Health Care Centre","FC10040106","Kediba","Mundri East County","Amadi","",0,0,0,0,0,0,"","5.66560, 30.65709",""
558,"Keet PHCU","Primary Health Care Unit","FC08030702","Alek West","Gogrial West County","Gogrial East","",118,1,0,0,1,1,"keet-phcu","8.81856, 28.07119",""
559,"Kejiko PHCU","Primary Health Care Unit","FC01060406","wotogo","Yei County","Yei River","",114,1,0,0,0,0,"Kejiko, kejiko-phcu","0.00000, 0.00000",""
560,"Kendila PHCU","Primary Health Care Unit","FC01040102","Gulumbi","Morobo County","Yei River","",0,0,0,0,0,0,"kendila-phcu","4.94530, 31.57260",""
561,"Kenyi PHCU","Primary Health Care Unit","FC01030102","Kenyi","Lainya County","Yei River","",114,1,0,0,0,0,"Kenyi, kenyi-phcu","0.00000, 0.00000",""
562,"Kera PHCC","Primary Health Care Centre","FC01011004","Dolo","Juba County","Jubek","",130,1,0,0,0,0,"","0.00000, 0.00000",""
563,"Kerepi PHCU","Primary Health Care Unit","FC02070406","Pageri","Magwi County","Imatong","",0,0,0,0,0,0,"kerepi-phcu","4.11500, 32.35610",""
564,"Keritnyombo PHCU","Primary Health Care Unit","FC01051608","Tali","Terekeka County","Terekeka","",115,1,0,0,1,1,"Kirotnyumbo","5.85313, 30.84565",""
565,"Keumer PHCU","Primary Health Care Unit","FC04060306","Domuloto","Wulu County","Western Lakes","",0,0,0,0,0,0,"","6.97000, 29.73000",""
566,"Khap PHCU","Primary Health Care Unit","FCXAU0000012","Pagarau","Yirol East County","Eastern Lakes","",90,1,0,0,1,1,"Khap","6.71597, 30.44650",""
567,"Khor Ardep PHCU","Primary Health Care Unit","FC03070902","Gumuruk","Pibor County","Boma","",114,1,0,0,0,0,"Khor Ardep","0.00000, 0.00000",""
568,"Khor Romula PHCU","Primary Health Care Unit","FC01010906","Rejaf","Juba County","Jubek","",114,1,0,0,1,0,"Korrumula phcu","0.00000, 0.00000",""
569,"Khor Silik PHCU","Primary Health Care Unit","FCHAT0000022","Raga","Raga County","Lol","",114,1,0,0,0,0,"Khorsilik","0.00000, 0.00000",""
570,"Khor-Gana PHCU","Primary Health Care Unit","FC09030212","Besselia","Bagari County","Wau","",114,1,0,0,0,0,"khor-gana-phcu, Khorgana PHCU","0.00000, 0.00000",""
571,"Khorhajar PHCU","Primary Health Care Unit","FCHAT0000021","Raga","Raga County","Lol","Deleted",0,0,0,0,0,0,"khorhajar-phcu","8.47583, 25.55363",""
572,"Khormush PHCU","Primary Health Care Unit","FC02080406","Imurok","Torit County","Imatong","",114,1,0,0,1,1,"khormush-phcu","7.82247, 28.19907",""
573,"Kibak PHCU","Primary Health Care Unit","FC02030902","Unknown Payam In Kapoeta North","Kapoeta North County","Namorunyang","",118,1,0,0,1,1,"Kibak","4.99333, 33.56370",""
574,"Kibak PHCU","Primary Health Care Unit","FC02030806","Unknown Payam In Kapoeta North","Kapoeta North County","Namorunyang","Deleted",0,0,0,0,0,0,"kibak-phcu","5.30453, 33.45908",""
575,"Kibongorok PHCU","Primary Health Care Unit","FC02090206","Unknown Payam In Budi","Budi County","Namorunyang","",118,1,0,0,0,0,"kibongorok-phcu","0.00000, 0.00000",1358262
576,"Kichenga PHCC","Primary Health Care Centre","FC02070504","Lobone","Magwi County","Imatong","",0,0,0,0,0,0,"","4.11500, 32.35610",""
577,"Kiech 2 PHCU","Primary Health Care Unit","FC07060302","Kiech Koun","Nasir County","Latjoor","",91,1,0,0,1,1,"Kiech","8.53303, 33.11942",""
578,"Kiech Kuon PHCC","Primary Health Care Centre","FC07060304","Kiech Koun","Nasir County","Latjoor","",0,0,0,0,0,0,"","8.94967, 32.92952",""
579,"Kier PHCC","Primary Health Care Centre","FC03010402","Walgak","Akobo County","Eastern Bieh","",0,0,0,0,0,0,"","8.15940, 32.23813",""
580,"Kierwan PHCU","Primary Health Care Unit","FC07061202","Unknown Payam In Nasir","Nasir County","Latjoor","",92,1,0,0,1,1,"Kierwan phcc","8.78247, 33.04049",""
581,"Kigile PHCU","Primary Health Care Unit","FC07110602","Kigile","Maiwut County","Latjoor","",0,0,0,0,0,0,"Kigile PHCU, kigile-phcu","8.68785, 34.02683",""
582,"Kiir Mayardit Women\'s Hospital","County Hospital","FCVAQ0000002","Jiir","Rumbek Centre County","Western Lakes","",0,0,0,0,0,0,"","6.68009, 29.73619",""
583,"Kiir PHCU","Primary Health Care Unit","FC03090304","Lith","Twic East County","Jonglei","",118,1,0,0,1,1,"Khiir, Khiir PHCU, kiir-phcu","7.32836, 31.41483",""
584,"Kikilai PHCU","Primary Health Care Unit","FC02090302","Lotukei","Budi County","Namorunyang","",0,0,0,0,0,0,"kikilai-phcu","0.00000, 0.00000",""
585,"Kilo 5 PHCU","Primary Health Care Unit","FC07080116","Geigar","Renk County","Eastern Nile","",114,1,0,0,0,1,"Kilo 5","11.75718, 32.81117",""
586,"Kimba PHCU","Primary Health Care Unit","FC01040204","Kimba","Morobo County","Yei River","",0,0,0,0,0,0,"kimba-phcu","4.94533, 31.57260",""
587,"Kimotong PHCC","Primary Health Care Centre","FC02090104","Kimotong","Budi County","Namorunyang","",136,1,0,0,1,1,"Kimotong","4.68514, 33.26404",""
588,"Kimu PHCC","Primary Health Care Centre","FC01010510","Munuki","Juba County","Jubek","",136,1,0,0,1,1,"Kimu Primary Health Care Centre, kimu-phcc","4.87358, 31.56001",""
589,"Kirik PHCU","Primary Health Care Unit","FC08050602","Kirik","Tonj North County","Tonj State","",0,0,0,0,0,0,"","7.86748, 28.79581",""
590,"Kirikwa PHCU","Primary Health Care Unit","FC01060104","Lasu","Yei County","Yei River","",114,1,0,0,0,0,"Kirikwa, kirikwa-phcu","0.00000, 0.00000",""
591,"Kiu PHCU","Primary Health Care Unit","FC01051610","Tali","Terekeka County","Terekeka","",115,1,0,0,1,1,"Kiu","5.89726, 30.55821",""
592,"Koat PHCU","Primary Health Care Unit","FC07061104","Unknown Payam In Nasir","Nasir County","Latjoor","",82,1,0,0,0,1,"Koat health facility","8.65312, 33.10818",""
593,"Koch Hospital","County Hospital","FC06030302","Jaak","Koch County","Northern Liech","",161,1,0,0,1,1,"Koch","8.61118, 29.98365",""
594,"Kodok Hosp","County Hospital","FC07020106","Kodok","Kodok County","Western Nile","",0,0,0,0,0,0,"","9.95993, 32.15362",""
595,"Kodok PHCC","Primary Health Care Centre","FC07020108","Kodok","Kodok County","Western Nile","",220,1,0,0,1,1,"kodok-phcc","4.84338, 31.59559",""
596,"Koktup PHCC","Primary Health Care Centre","FC03030606","Ageer","Duk County","Jonglei","",0,0,0,0,0,0,"","7.58710, 31.36260",""
597,"Kol-merek PHCU","Primary Health Care Unit","FC03020408","Jalle","Bor County","Jonglei","",114,1,0,0,1,0,"kol-merek-phcu, Kolmerak PHCU","0.00000, 0.00000",""
598,"Kolang PHCU","Primary Health Care Unit","FC07080118","Geigar","Renk County","Eastern Nile","",0,0,0,0,0,0,"","11.97862, 32.78238",""
599,"Kolnyang PHCC","Primary Health Care Centre","FC03020504","Kolnyang","Bor County","Jonglei","",0,0,0,0,0,0,"kolnyang-phcc","6.06331, 31.73462",""
600,"Kombi PHCU","Primary Health Care Unit","FC04060402","Makundi","Wulu County","Western Lakes","",118,1,0,0,1,1,"KombI","6.29030, 29.93822",""
601,"Kombi/Leyibolo PHCU","Primary Health Care Unit","FC10100506","Kokor","Mvolo County","Amadi","",0,0,0,0,0,0,"","6.84120, 30.75800",""
602,"Konbeek PHCU","Primary Health Care Unit","FC03020604","Makuack","Bor County","Jonglei","",116,1,0,0,1,1,"","6.23042, 31.59360",""
603,"Kongor PHCU","Primary Health Care Unit","FC03090202","Kangor","Twic East County","Jonglei","",0,0,0,0,0,0,"kongor-phcu","7.43212, 31.37671",""
604,"Kony PHCU","Primary Health Care Unit","FC03010306","Nyandit","Akobo County","Eastern Bieh","",170,1,0,0,1,1,"kony-phcu","7.70027, 33.03193",""
605,"Korsomba PHCU","Primary Health Care Unit","FC01050104","Gemeiza","Terekeka County","Terekeka","",0,0,0,0,0,0,"","5.52720, 31.45650",""
606,"Korwai PHCC","Primary Health Care Centre","FC03110408","Kurwuai","Ayod County","Western Bieh","",19,0,0,0,0,0,"Korwash","0.00000, 0.00000",""
607,"Kotobi PHCC","Primary Health Care Centre","FC10050310","Kotobi","Mundri West County","Amadi","",135,1,0,0,1,1,"kotobi-phcc","5.24261, 30.20107",""
608,"Kowori PHCU","Primary Health Care Unit","FC01051708","Rejong","Terekeka County","Terekeka","",0,0,0,0,0,0,"kowori-phcu","5.52869, 31.31409",""
609,"Koyoki PHCU","Primary Health Care Unit","FC01030502","Wuji","Lainya County","Yei River","",0,0,0,0,0,0,"koyoki-phcu","4.33648, 31.12305",""
610,"Kozi PHCU","Primary Health Care Unit","FC10030106","Kozi","Maridi County","Maridi","",114,1,0,0,0,1,"kozi-phcu","5.50782, 29.71164","1608046, 1377272, 1377273, 1377487, 1377665, 1378756, 1379145, 1"
611,"Kpaile PHCC","Primary Health Care Centre","FC09030404","Kpayele","Bagari County","Wau","",130,1,0,0,0,0,"kpaile-phcc, Kpayele","0.00000, 0.00000",""
612,"Kpasua PHCU","Primary Health Care Unit","FC10070204","Nzara","Anzara County","Gbudwe","",116,1,0,0,1,1,"kpasua-phcu","4.74362, 28.19455",""
613,"Kporoloo PHCU","Primary Health Care Unit","FC10040504","Witto","Mundri East County","Amadi","",119,1,0,0,1,1,"kporoloo-phcu, Pkorolo PHCU","5.09114, 30.68228",""
614,"Kuac N Police PHCC","Other","FC08031008","Kuac North","Gogrial West County","Gogrial East","",0,0,0,0,0,0,"","7.75509, 28.19118",""
615,"Kuac N Prison PHCU","Primary Health Care Unit","FC08031010","Kuac North","Gogrial West County","Gogrial East","",114,1,0,0,1,1,"Prison","7.70042, 28.00271",""
616,"Kuach PHCU","Primary Health Care Unit","FC06020206","Kuach","Guit County","Northern Liech","",0,0,0,0,0,0,"kuach-phcu","9.03451, 29.98612","1577918, 1577919"
617,"Kuajiena PHCC","Primary Health Care Centre","FCHAT0000014","Kuajieno","Jur River County","Wau","",134,1,0,0,1,1,"Kuajiena","7.51033, 28.26715",""
618,"Kuajok Hosp","County Hospital","FC08031012","Kuac North","Gogrial West County","Gogrial East","",138,1,0,0,1,1,"Kuajok State Hospital","8.29595, 27.98262",""
619,"Kubi PHCU","Primary Health Care Unit","FC01011608","Lokiliri","Juba County","Jubek","",116,1,0,0,1,1,"kubi-phcu","4.38860, 31.92132",""
620,"Kubir-Willam PHCU","Primary Health Care Unit","FC04020106","Abiemnom","Abiemnon County","Ruweng","",115,1,0,0,1,1,"Kubur William","6.91084, 29.47604",""
621,"Kuda PHCC","Primary Health Care Centre","FC01011314","Northern Bari","Juba County","Jubek","",10,0,0,0,0,0,"Kuda","0.00000, 0.00000",""
622,"Kudo PHCC","Primary Health Care Centre","FC02080802","Kudo","Torit County","Imatong","",130,1,0,0,1,1,"kudo-phcc","4.54876, 32.22777",""
623,"Kuelcuk PHCU","Primary Health Care Unit","FC08040502","Paweng","Tonj East County","Tonj State","",118,1,0,0,1,1,"kuelcuk-phcu","8.04946, 29.30818",""
624,"Kuerdeng PHCU","Primary Health Care Unit","FC03060202","Mareng","Fangak County","Western Bieh","",56,1,0,0,1,1,"kuerdeng-phcu","8.88485, 30.74506",""
625,"Kueryiek PHCU","Primary Health Care Unit","FC06060202","Kueryiek","Mayom County","Northern Liech","",118,1,0,0,1,1,"kueryiek-phcu","9.02584, 28.84507",""
626,"Kuji (Kor) PHCU","Primary Health Care Unit","FC02050204","Kurumi","Lopa/Lafon County","Imatong","",114,1,0,0,1,1,"kuji-kor-phcu","4.95697, 32.42874",""
627,"KuliPapa PHCU","Primary Health Care Unit","FC01011106","Ganji","Juba County","Jubek","",114,1,0,0,0,0,"kuli-papa-phcu","0.00000, 0.00000",""
628,"Kulu PHCU","Primary Health Care Unit","FC10100508","Kokor","Mvolo County","Amadi","",117,1,0,0,1,1,"Kulu, kulu-phcu","6.22988, 29.93687",""
629,"Kulundu PHCU","Primary Health Care Unit","FC10050106","Amadi","Mundri West County","Amadi","",128,1,0,0,0,0,"","0.00000, 0.00000",""
630,"Kundru PHCU","Primary Health Care Unit","FC01060308","Tore","Yei County","Yei River","",114,1,0,0,0,0,"Kundru, kundru-phcu","0.00000, 0.00000",""
631,"Kuok PHCU","Primary Health Care Unit","FC06050702","Thaker","Mayendit County","Southern Liech","",0,0,0,0,0,0,"kuok-phcu","8.39445, 30.05323",""
632,"Kuol PHCU","Primary Health Care Unit","FC06070804","Khol","Panyijar County","Southern Liech","",0,0,0,0,0,0,"kuol-phcu","7.52042, 30.35247",""
633,"Kuom PHCU","Primary Health Care Unit","FC09010404","Unknown Payam In Jur River","Gogrial West County","Gogrial East","Deleted",0,0,0,0,0,0,"","0.00000, 0.00000",""
634,"Kuom PHCU (Aweil C)","Primary Health Care Unit","FC05010306","Mariem East","Aweil West County","Lol","",12,0,0,0,0,0,"Kuom, Kuom, Kuom phcu, kuom-phcu-aweil-c-","8.72197, 27.41593",""
635,"Kuom PHCU (Marial B)","Primary Health Care Unit","FC09010406","Unknown Payam In Jur River","Gogrial West County","Gogrial East","",117,1,0,0,1,1,"Kuom, Kuom","8.72197, 27.41593",""
636,"Kupera PHCU","Primary Health Care Unit","FC01030206","Kupera","Lainya County","Yei River","",0,0,0,0,0,0,"kupera-phcu","4.07932, 30.96354",""
637,"Kuro PHCU","Primary Health Care Unit","FC10060206","Nagero","Nagero County","Gbudwe","",114,1,0,0,0,0,"K uro PHCU, kuro-phcu","0.00000, 0.00000",""
638,"Kuron PHCC","Primary Health Care Centre","FCDAB0000010","Lotimor","Kapoeta East County","Namorunyang","",0,0,0,0,0,0,"kuron-phcc","4.40060, 34.04320",""
639,"Kuru PHCU","Primary Health Care Unit","FCHAT0000023","Raga","Raga County","Lol","Deleted",0,0,0,0,0,0,"kuru-phcu","0.00000, 0.00000",""
640,"Kutali PHCU","Primary Health Care Unit","FC01010710","Wonduruba","Juba County","Jubek","",0,0,0,0,0,0,"","4.67169, 30.98167",""
641,"Kutuk-nawoko PHCU","Primary Health Care Unit","FC01051508","Rego","Terekeka County","Terekeka","",116,1,0,0,1,1,"Kutuknawoko","5.51213, 31.58384",""
642,"Kwanga PHCU","Primary Health Care Unit","FC10030504","Ngamunde","Maridi County","Maridi","",118,1,0,0,1,1,"kwanga-phcu","4.86053, 29.47325",""
643,"Kwarnyang PHCU","Primary Health Care Unit","FC01051510","Rego","Terekeka County","Terekeka","",0,0,0,0,0,0,"","5.38260, 31.68037",""
644,"Kwek PHCU","Primary Health Care Unit","FC07050208","Wadakona","Manyo County","Western Nile","",0,0,0,0,0,0,"","11.53662, 32.46999",""
645,"Kworijik PHCU (Luri)","Primary Health Care Unit","FC01051710","Rejong","Terekeka County","Terekeka","",0,0,0,0,0,0,"Kworijik\\nLuri PHCU","5.52869, 31.31409",""
646,"Kworojik PHCC (Bunga)","Primary Health Care Centre","FC01011504","Bungu","Juba County","Jubek","",0,0,0,0,0,0,"","4.86970, 31.30920",""
647,"Kworojik PHCU (Somba)","Primary Health Care Unit","FC01011506","Bungu","Juba County","Jubek","",0,0,0,0,0,0,"","4.86970, 31.30920",""
648,"Laam PHCU","Primary Health Care Unit","FC04060404","Makundi","Wulu County","Western Lakes","",0,0,0,0,0,0,"laam-phcu","6.97000, 29.73000",""
649,"Lacharok PHCU","Primary Health Care Unit","FC02051204","Arilo","Lopa/Lafon County","Imatong","",114,1,0,0,1,1,"lacharok-phcu","4.86666, 32.70524",""
650,"Ladgwa PHCU","Primary Health Care Unit","FC10050506","Bangalo","Mundri West County","Amadi","",0,0,0,0,0,0,"","5.37690, 30.27340",""
651,"Lafon PHCC","Primary Health Care Centre","FC02050102","Burgilo","Lopa/Lafon County","Imatong","",130,1,0,0,1,1,"lafon-phcc","5.03193, 32.47494",""
652,"Lagii PHCU","Primary Health Care Unit","FC02070604","Pajok","Magwi County","Imatong","",115,1,0,0,1,1,"lagii-phcu","3.87035, 32.47560",""
653,"Laidiet PHCU","Primary Health Care Unit","FC06070502","Tiap","Panyijar County","Southern Liech","",0,0,0,0,0,0,"laidiet-phcu","7.42750, 30.41538",""
654,"Lainya PHCC","Primary Health Care Centre","FC01030304","Lainya","Lainya County","Yei River","",130,1,0,0,0,0,"Lainya Hospital, lainya-phcc","0.00000, 0.00000",""
655,"Lakamadi PHCC","Primary Health Care Centre","FC10040204","Lakamadi","Mundri East County","Amadi","",240,1,0,0,1,1,"Lakamadi, lakamadi-phcc","5.66803, 30.48842",""
656,"Lakes IDP PHCU","Primary Health Care Unit","FC04030608","Matangai","Rumbek Centre County","Western Lakes","",0,0,0,0,0,0,"","6.81351, 29.61855",""
657,"Lalanga PHCU","Primary Health Care Unit","FC02051104","Lohutok","Lopa/Lafon County","Imatong","",117,1,0,0,1,1,"Alang PHCU, lalanga-phcu","4.59108, 32.90322",""
658,"Lali PHCU","Primary Health Care Unit","FC10100304","Bahr El Girindi","Mvolo County","Amadi","",118,1,0,0,1,1,"Lali, lali-phcu","6.21143, 30.08180",""
659,"Langabu PHCU","Primary Health Care Unit","FC01011704","Lirya","Juba County","Jubek","",116,1,0,0,0,0,"","0.00000, 0.00000",""
660,"Langbua PHCU","Primary Health Care Unit","FC10030306","Mambe","Maridi County","Maridi","",0,0,0,0,0,0,"langbua-phcu, Longbua phcu.","5.02003, 29.78961",""
661,"Langdit PHCU","Primary Health Care Unit","FC04020608","Malou Pec","Cueibet County","Gok","",115,1,0,0,1,1,"Langdit, langdit-phcu","7.06172, 29.09260",""
662,"Langi PHCU","Primary Health Care Unit","FC01011108","Ganji","Juba County","Jubek","",0,0,0,0,0,0,"","4.69613, 30.93265",""
663,"LangKap PHCC","Primary Health Care Centre","FC08050204","Alabek","Tonj North County","Tonj State","",3,0,0,0,0,0,"Langken phcc","0.00000, 0.00000",""
664,"Langmatot PHCU","Primary Health Care Unit","FCXAU0000011","Malek","Yirol East County","Eastern Lakes","Deleted",0,0,0,0,0,0,"langmatot-phcu","6.69413, 30.85681",""
665,"Langua PHCU","Primary Health Care Unit","FC10030308","Mambe","Maridi County","Maridi","",118,1,0,0,1,1,"langua-phcu","5.11529, 29.97868",""
666,"Lanyi PHCU","Primary Health Care Unit","FC10040306","Lozoh","Mundri East County","Amadi","",134,1,0,0,1,1,"Lanyi phcc","5.24800, 30.50891",""
667,"Lasu PHCC","Primary Health Care Centre","FC01060106","Lasu","Yei County","Yei River","",66,1,0,0,0,0,"Lasu PHCC., Lasu PHCC.., Lasu PHCC, lasu-phcc","4.21978, 30.47822",""
668,"Latta PHCU","Primary Health Care Unit","FC01060408","wotogo","Yei County","Yei River","",114,1,0,0,0,0,"Lata, latta-phcu","0.00000, 0.00000",""
669,"Lawaci PHCU","Primary Health Care Unit","FC02070606","Pajok","Magwi County","Imatong","",0,0,0,0,0,0,"lawaci-phcu","4.11500, 32.35610",""
670,"Leah PHCU","Primary Health Care Unit","FC06050502","Rubkuany","Mayendit County","Southern Liech","",0,0,0,0,0,0,"leah-phcu","8.32380, 30.88890",""
671,"Ledingwa PHCU","Primary Health Care Unit","FC10050508","Bangalo","Mundri West County","Amadi","",0,0,0,0,0,0,"","5.37690, 30.27340",""
672,"Lekakudu PHCU","Primary Health Care Unit","FC04070202","Lekakedu","Yirol East County","Eastern Lakes","",115,1,0,0,1,1,"Lekakedu","6.67723, 30.58629",""
673,"Lelo PHCU","Primary Health Care Unit","FC07100404","Lelo","Malakal County","Eastern Nile","",0,0,0,0,0,0,"","9.54743, 31.63665",""
674,"Lengi PHCU","Primary Health Care Unit","FC01051512","Rego","Terekeka County","Terekeka","",117,1,0,0,1,1,"Lengi, lengi-phcu","5.47966, 31.43761",""
675,"Lerwa PHCU","Primary Health Care Unit","FC02070802","Unknown Payam In Magwi","Magwi County","Imatong","",114,1,0,0,1,1,"lerwa-phcu","3.95169, 32.53970",""
676,"Lesi PHCU","Primary Health Care Unit","FC10100702","Lessi","Mvolo County","Amadi","",114,1,0,0,0,0,"lesi-phcu, lessi phcu","0.00000, 0.00000",""
